proteinID,all_MT,unique_MT
G5AKL1,16534,11297
G5AKL2,1783,1221
G5AKL3,2881,1967
G5AKL4,2989,2021
G5AKL5,4339,2932
G5AKL6,4186,2858
G5AKL8,10171,7011
G5AKL9,6004,4044
G5AKM2,3358,2295
G5AKN0,3907,2650
G5AKN1,4060,2832
G5AKN3,17533,12038
G5AKN6,4528,3080
G5AKN7,9019,6158
G5AKN9,8821,5928
G5AKP1,8614,5980
G5AKP2,6940,4736
G5AKP4,3277,2215
G5AKP7,4393,2969
G5AKP8,5662,3866
G5AKP9,6130,4242
G5AKQ1,2818,1931
G5AKQ4,2224,1515
G5AKQ5,4474,3043
G5AKQ9,4843,3294
G5AKR0,6580,4462
G5AKR1,1540,1085
G5AKR3,2953,2046
G5AKR4,3376,2334
G5AKR7,2701,1820
G5AKS1,2152,1475
G5AKS3,18964,12991
G5AKS5,2467,1689
G5AKS8,2935,2001
G5AKS9,16228,11210
G5AKT0,8533,5891
G5AKT1,3070,2105
G5AKT2,3664,2502
G5AKT8,7741,5424
G5AKT9,2413,1684
G5AKU0,3934,2738
G5AKU1,1504,1041
G5AKU4,5338,3725
G5AKU5,9451,6424
G5AKU6,2179,1507
G5AKU7,4699,3210
G5AKV0,2188,1503
G5AKV3,4600,3183
G5AKV4,40195,27400
G5AKV6,2593,1786
G5AKV7,5311,3704
G5AKV8,6022,4141
G5AKW1,5545,3777
G5AKW2,7237,4876
G5AKW3,2701,1826
G5AKW4,7894,5337
G5AKW5,2431,1628
G5AKW6,3970,2744
G5AKW9,4879,3320
G5AKX0,3034,2050
G5AKX1,2926,1951
G5AKX3,3628,2499
G5AKX5,8605,5883
G5AKX8,4672,3228
G5AKY0,8200,5720
G5AKY2,8551,5887
G5AKY4,7561,5269
G5AKY5,10630,7273
G5AKY7,3835,2627
G5AKY8,5212,3607
G5AKZ0,2908,1996
G5AKZ4,5851,4012
G5AKZ5,2683,1873
G5AKZ6,4078,2801
G5AKZ7,469,326
G5AL00,14842,9983
G5AL01,1657,1117
G5AL02,1567,1113
G5AL07,559,389
G5AL15,4564,3083
G5AL17,7039,4872
G5AL18,2503,1779
G5AL19,3781,2615
G5AL21,15715,10868
G5AL22,2062,1414
G5AL24,16291,11230
G5AL26,7759,5317
G5AL30,19765,13550
G5AL32,5563,3826
G5AL36,7948,5538
G5AL37,3421,2333
G5AL40,6013,4143
G5AL42,3124,2137
G5AL44,3430,2362
G5AL45,3421,2361
G5AL48,7201,4991
G5AL51,7174,4962
G5AL52,8128,5624
G5AL53,1999,1382
G5AL54,9973,6948
G5AL56,11656,8125
G5AL57,5518,3778
G5AL60,10324,7157
G5AL61,3178,2171
G5AL62,4060,2791
G5AL63,4627,3109
G5AL64,1432,988
G5AL65,4726,3226
G5AL67,3817,2598
G5AL68,1495,1023
G5AL69,1063,736
G5AL72,1846,1253
G5AL73,8794,5908
G5AL74,1801,1206
G5AL75,3736,2530
G5AL76,5167,3558
G5AL78,1666,1121
G5AL79,5149,3556
G5AL80,20674,13813
G5AL81,2737,1848
G5AL83,3133,2164
G5AL84,7480,5211
G5AL87,3151,2186
G5AL88,13330,9173
G5AL89,16984,11583
G5AL90,2566,1752
G5AL94,4690,3259
G5AL97,5464,3762
G5AL99,2467,1688
G5ALA3,6373,4382
G5ALA4,5959,4127
G5ALA5,910,626
G5ALA6,3493,2424
G5ALA7,5338,3672
G5ALA9,8704,5993
G5ALB1,20530,13911
G5ALB6,2989,2074
G5ALB7,1405,956
G5ALB9,4114,2838
G5ALC0,5032,3496
G5ALC1,1846,1269
G5ALC2,3232,2208
G5ALC3,2296,1568
G5ALC4,6256,4242
G5ALC6,1171,824
G5ALC7,1999,1376
G5ALC8,4726,3254
G5ALC9,6760,4687
G5ALD0,1414,985
G5ALD3,6418,4365
G5ALD4,8344,5783
G5ALD6,3106,2111
G5ALD9,2269,1580
G5ALE0,6868,4751
G5ALE1,2800,1915
G5ALE2,3367,2283
G5ALE3,5833,4009
G5ALE5,4150,2761
G5ALE8,2521,1704
G5ALF4,19423,13346
G5ALF5,2818,1936
G5ALF9,4069,2814
G5ALG1,9640,6717
G5ALG2,4213,2906
G5ALG4,3655,2456
G5ALG5,9271,6434
G5ALG8,3736,2561
G5ALH1,2944,2038
G5ALH2,2170,1463
G5ALH8,1009,682
G5ALK5,5491,3778
G5ALK6,6355,4336
G5ALK9,12889,8828
G5ALL2,29836,20277
G5ALL8,1234,842
G5ALM3,8551,5882
G5ALM5,4690,3189
G5ALN3,11107,7633
G5ALN6,2359,1605
G5ALN7,3070,2130
G5ALN8,2503,1736
G5ALN9,7075,4806
G5ALP0,3331,2289
G5ALP3,2710,1848
G5ALP5,6373,4429
G5ALP6,18613,12775
G5ALP8,3871,2620
G5ALQ0,3601,2475
G5ALQ2,2278,1580
G5ALQ3,16732,11410
G5ALQ5,10144,6989
G5ALQ7,9199,6265
G5ALQ9,9622,6649
G5ALR0,4672,3199
G5ALR1,7813,5383
G5ALR2,6553,4518
G5ALR3,3979,2737
G5ALS1,5095,3489
G5ALS3,5257,3581
G5ALS4,4663,3202
G5ALS5,4762,3283
G5ALS6,5032,3478
G5ALS7,4870,3317
G5ALS8,5662,3854
G5ALU1,12124,8276
G5ALU4,3817,2679
G5ALU6,4213,2881
G5ALU7,982,668
G5ALU8,13663,9446
G5ALU9,6346,4285
G5ALV0,11773,8004
G5ALV2,3106,2119
G5ALV3,7408,5226
G5ALV4,3790,2583
G5ALV6,4186,2894
G5ALV7,5671,3882
G5ALV8,10504,7245
G5ALV9,11809,7987
G5ALW1,1855,1280
G5ALW2,3520,2382
G5ALW5,2566,1732
G5ALW8,10918,7396
G5ALX2,8506,5800
G5ALX3,11143,7568
G5ALX4,9397,6365
G5ALX5,658,442
G5ALX8,703,489
G5ALX9,13240,9080
G5ALY0,9811,6742
G5ALY1,5671,3853
G5ALY3,8812,5972
G5ALY6,6481,4361
G5ALY7,5230,3550
G5ALY9,6427,4405
G5ALZ1,9199,6311
G5ALZ3,14473,9653
G5ALZ6,2044,1415
G5ALZ8,3547,2433
G5ALZ9,1432,969
G5AM04,2809,1923
G5AM05,19864,13688
G5AM07,5635,3903
G5AM08,1693,1178
G5AM09,3538,2403
G5AM12,3331,2261
G5AM14,4051,2766
G5AM15,4492,3036
G5AM16,4987,3428
G5AM17,2044,1408
G5AM18,1873,1299
G5AM20,2269,1569
G5AM21,1117,783
G5AM24,865,594
G5AM26,1774,1214
G5AM27,15373,10616
G5AM28,3169,2178
G5AM29,4420,3016
G5AM31,5509,3830
G5AM32,919,625
G5AM33,1612,1110
G5AM35,3961,2730
G5AM36,1450,1014
G5AM37,6652,4587
G5AM38,4186,2897
G5AM39,13339,9148
G5AM42,3538,2460
G5AM46,4060,2796
G5AM53,8596,5913
G5AM54,2044,1407
G5AM64,20260,13888
G5AM65,12232,8437
G5AM68,5995,4121
G5AM69,5158,3570
G5AM73,3133,2146
G5AM76,2575,1791
G5AM84,2908,2001
G5AM89,11170,7655
G5AM90,3376,2323
G5AM91,1954,1302
G5AM92,2206,1503
G5AM93,5320,3589
G5AM94,3907,2667
G5AM95,2557,1735
G5AM97,3043,2040
G5AM98,1270,856
G5AM99,5014,3394
G5AMA0,2323,1595
G5AMA1,3250,2218
G5AMA2,3511,2410
G5AMA3,5320,3583
G5AMA4,4861,3354
G5AMA6,2854,1956
G5AMA8,973,653
G5AMA9,6391,4327
G5AMB1,1927,1341
G5AMB2,7732,5228
G5AMB4,6328,4311
G5AMB5,5500,3679
G5AMB6,5671,3769
G5AMB7,2575,1781
G5AMB8,10396,7132
G5AMC1,1306,896
G5AMC2,2260,1547
G5AMC3,892,616
G5AMC4,3205,2223
G5AMC5,16030,10925
G5AMC9,1162,819
G5AMD1,4132,2939
G5AMD2,7399,5226
G5AMD5,5797,4092
G5AMD7,5527,3799
G5AME0,1423,967
G5AME1,1495,1035
G5AME2,5221,3618
G5AME3,2944,2026
G5AME6,1108,776
G5AME7,4285,2931
G5AME9,6868,4747
G5AMF0,4168,2909
G5AMF1,685,463
G5AMF3,3070,2120
G5AMF4,3736,2566
G5AMF5,3016,2041
G5AMF6,3700,2494
G5AMF8,4501,3064
G5AMF9,2215,1504
G5AMG0,3088,2083
G5AMG1,4978,3435
G5AMG5,3871,2661
G5AMG9,2107,1441
G5AMH0,1684,1161
G5AMH1,16759,11483
G5AMH2,3439,2374
G5AMH4,2494,1723
G5AMI0,2584,1829
G5AMI1,12169,8439
G5AMI2,2026,1396
G5AMI4,5698,3912
G5AMI5,6607,4595
G5AMI8,14932,10309
G5AMI9,4654,3200
G5AMJ0,2827,1942
G5AMJ2,2971,2045
G5AMJ3,1603,1137
G5AMJ4,7579,5214
G5AMJ5,3700,2552
G5AMJ7,5986,4156
G5AMJ8,3655,2514
G5AMK3,2989,2025
G5AMK5,2764,1852
G5AMK6,2485,1711
G5AMK7,3961,2770
G5AML0,5626,3850
G5AML1,1486,1011
G5AML2,2350,1579
G5AML7,8677,5834
G5AML8,5266,3568
G5AMM3,5797,3976
G5AMM4,1225,829
G5AMM5,5230,3594
G5AMM7,604,421
G5AMM8,2791,1916
G5AMN1,11341,7875
G5AMN2,8821,6048
G5AMN3,9703,6722
G5AMN4,9406,6469
G5AMP2,7408,5168
G5AMP4,6328,4408
G5AMQ9,9406,6440
G5AMR0,3106,2128
G5AMR2,7534,5171
G5AMR5,5014,3413
G5AMR7,4672,3225
G5AMS3,7093,4827
G5AMS6,10864,7356
G5AMS9,4744,3211
G5AMT0,2701,1858
G5AMT2,3925,2644
G5AMT4,7597,5166
G5AMT7,5635,3889
G5AMT8,6958,4649
G5AMT9,3439,2393
G5AMU1,5500,3823
G5AMU2,3376,2280
G5AMU4,1522,1061
G5AMU5,4996,3401
G5AMU6,4006,2763
G5AMU7,5482,3772
G5AMU8,42526,29212
G5AMV1,2530,1737
G5AMV2,3673,2552
G5AMV4,4420,3022
G5AMV5,4420,3047
G5AMV9,5050,3483
G5AMW2,8083,5569
G5AMW4,5689,3963
G5AMW9,2530,1752
G5AMX0,2719,1889
G5AMX5,4816,3325
G5AMX6,4186,2892
G5AMX7,6094,4155
G5AMX9,1891,1277
G5AMY1,4546,3015
G5AMY2,5527,3846
G5AMY3,4708,3202
G5AMY6,6427,4407
G5AMY8,4069,2790
G5AMY9,41194,28499
G5AMZ0,2629,1805
G5AMZ5,7210,4940
G5AMZ8,4996,3484
G5AMZ9,6247,4314
G5AN00,8416,5838
G5AN03,4393,3038
G5AN04,15454,10580
G5AN09,2845,1965
G5AN10,5077,3502
G5AN11,4222,2922
G5AN14,3394,2324
G5AN15,6508,4447
G5AN17,6103,4133
G5AN18,2188,1501
G5AN19,2359,1560
G5AN21,4951,3306
G5AN22,901,602
G5AN24,4384,2959
G5AN25,4717,3157
G5AN26,10513,7196
G5AN28,5140,3560
G5AN29,5383,3651
G5AN33,5050,3491
G5AN39,2692,1805
G5AN41,5833,4032
G5AN42,5581,3835
G5AN43,5509,3722
G5AN44,2467,1683
G5AN46,1657,1102
G5AN48,8695,5884
G5AN51,9415,6537
G5AN52,1954,1353
G5AN53,11755,8107
G5AN55,4672,3218
G5AN60,2908,1999
G5AN62,5707,3904
G5AN63,3403,2337
G5AN64,4132,2772
G5AN65,2179,1475
G5AN66,1162,787
G5AN67,3538,2401
G5AN68,2782,1916
G5AN69,1603,1074
G5AN74,5950,4066
G5AN75,4501,3065
G5AN76,4114,2743
G5AN77,1630,1107
G5AN78,1441,987
G5AN79,4870,3317
G5AN80,3880,2678
G5AN81,3790,2603
G5AN82,3547,2443
G5AN83,2557,1774
G5AN84,8749,6037
G5AN87,10225,7133
G5AN90,6391,4449
G5AN91,4546,3113
G5AN93,4609,3190
G5AN94,15607,10712
G5AN98,6130,4188
G5ANA3,6562,4629
G5ANA5,2350,1617
G5ANB0,2602,1825
G5ANB1,8416,5814
G5ANB4,12277,8435
G5ANB5,7336,5131
G5ANB7,3853,2661
G5ANB9,7219,4985
G5ANC0,10576,7289
G5ANC2,1432,994
G5ANC3,5500,3902
G5ANC4,3286,2264
G5ANC6,8785,6150
G5AND0,13033,9016
G5AND4,10261,7039
G5AND9,6931,4774
G5ANE0,4753,3292
G5ANE1,14743,10131
G5ANE2,9028,6254
G5ANE3,9865,6827
G5ANE4,9253,6327
G5ANE6,13366,9228
G5ANF9,6742,4607
G5ANG1,2305,1576
G5ANG2,3070,2116
G5ANG3,3817,2651
G5ANG4,6112,4184
G5ANG5,5752,3962
G5ANG7,6130,4226
G5ANH7,8938,6203
G5ANI2,2665,1860
G5ANI4,4420,3039
G5ANI5,6319,4425
G5ANI6,2701,1820
G5ANI8,2332,1625
G5ANJ0,9811,6789
G5ANJ3,4051,2822
G5ANJ5,4816,3323
G5ANJ6,12493,8519
G5ANK2,2719,1831
G5ANK4,1873,1305
G5ANK5,676,474
G5ANK6,667,476
G5ANK7,1018,694
G5ANK8,12277,8291
G5ANL0,4222,2901
G5ANL3,3160,2168
G5ANL8,2296,1599
G5ANM2,4339,2981
G5ANM4,4366,3018
G5ANM9,3367,2269
G5ANN0,1828,1244
G5ANN1,6904,4683
G5ANN2,8137,5537
G5ANN7,13654,9373
G5ANP4,6850,4647
G5ANP5,4717,3217
G5ANP6,3349,2313
G5ANP7,1837,1236
G5ANP8,7318,4946
G5ANQ1,2242,1536
G5ANQ6,2305,1577
G5ANQ7,27856,18669
G5ANQ8,2467,1661
G5ANS4,7849,5383
G5ANS5,874,590
G5ANS7,9559,6436
G5ANT1,5554,3820
G5ANT2,1567,1081
G5ANT3,7741,5333
G5ANT4,2773,1923
G5ANU0,1036,708
G5ANU1,8929,6141
G5ANU3,3070,2086
G5ANV3,5167,3559
G5ANV4,12700,8751
G5ANV6,7822,5370
G5ANV7,2611,1779
G5ANV9,20710,14307
G5ANW0,3943,2711
G5ANW1,1594,1107
G5ANW3,16525,11391
G5ANW5,2593,1771
G5ANW6,7939,5426
G5ANW7,5689,3871
G5ANX0,4627,3267
G5ANX4,5797,3976
G5ANX5,4438,3084
G5ANX6,3061,2142
G5ANZ0,685,470
G5ANZ1,12259,8492
G5ANZ2,5428,3731
G5ANZ3,496,355
G5ANZ4,8209,5720
G5ANZ8,2359,1604
G5ANZ9,3970,2742
G5AP00,6391,4382
G5AP02,694,487
G5AP09,10297,7003
G5AP10,8677,5942
G5AP16,3763,2562
G5AP17,2269,1527
G5AP18,3097,2160
G5AP20,7480,5098
G5AP21,6238,4320
G5AP38,5509,3828
G5AP46,1792,1210
G5AP47,4294,2968
G5AP48,3610,2499
G5AP51,1351,925
G5AP53,18604,12697
G5AP55,3304,2247
G5AP57,2026,1398
G5AP58,16831,11559
G5AP59,5959,4102
G5AP60,2008,1370
G5AP61,2944,2059
G5AP62,8056,5540
G5AP63,2521,1723
G5AP65,2971,2053
G5AP67,1432,965
G5AP69,4528,3125
G5AP74,3331,2277
G5AP75,18415,12779
G5AP78,3349,2332
G5AP79,11377,7910
G5AP80,2881,1974
G5AP85,2287,1600
G5AP86,946,664
G5AP87,4060,2767
G5AP88,1882,1290
G5AP89,6229,4265
G5AP90,3943,2665
G5AP91,2368,1641
G5AP94,5176,3540
G5AP95,5077,3494
G5AP97,7723,5354
G5AP99,4411,3026
G5APA0,3367,2274
G5APA4,3817,2650
G5APA5,4915,3423
G5APB2,2494,1714
G5APB3,6031,4168
G5APB6,3061,2086
G5APB7,3088,2133
G5APD2,8083,5642
G5APD4,10882,7563
G5APD5,8182,5630
G5APE6,4267,2960
G5APE7,3538,2461
G5APF0,4942,3408
G5APF1,2080,1429
G5APF3,3826,2634
G5APF4,19405,13427
G5APF8,7444,5143
G5APG1,6265,4265
G5APG7,1072,726
G5APG8,4204,2916
G5APG9,2611,1758
G5APH0,6544,4436
G5APH1,4069,2835
G5APH4,7228,4883
G5APH5,13564,9173
G5APH6,4843,3338
G5APH7,5869,3977
G5APH8,3079,2057
G5APH9,3214,2194
G5API0,919,630
G5API1,2647,1790
G5API2,3700,2504
G5API3,1909,1304
G5API6,24922,17314
G5API8,4546,3066
G5APJ0,5032,3452
G5APJ1,4555,3167
G5APJ2,4015,2731
G5APJ3,7138,4807
G5APJ5,4906,3404
G5APJ6,13960,9603
G5APK0,1837,1262
G5APK2,5716,3893
G5APK3,1891,1304
G5APK5,3358,2326
G5APK6,35965,24865
G5APL2,1873,1284
G5APL4,8281,5751
G5APL6,4240,2990
G5APM0,11152,7654
G5APM2,4258,2943
G5APM3,2962,2032
G5APM4,1747,1208
G5APM5,3286,2258
G5APM6,18892,12982
G5APM7,8056,5638
G5APN0,11350,7839
G5APN2,4807,3256
G5APN6,6013,4227
G5APN7,5248,3578
G5APP0,7318,5068
G5APP2,2125,1454
G5APP3,4699,3203
G5APP4,5878,4051
G5APP5,5464,3797
G5APP6,5968,4120
G5APP8,5158,3542
G5APQ3,21610,14803
G5APQ4,5194,3509
G5APQ7,3637,2513
G5APQ8,4978,3428
G5APQ9,7768,5358
G5APR0,9577,6632
G5APR1,1612,1118
G5APR2,4681,3205
G5APR4,1891,1281
G5APR5,2701,1877
G5APR6,10603,7241
G5APR8,2053,1422
G5APS4,9388,6491
G5APS7,514,339
G5APS8,5869,4046
G5APT1,3889,2663
G5APT3,3853,2675
G5APT6,2296,1589
G5APT7,2836,1923
G5APT8,7264,4856
G5APU0,3925,2650
G5APU1,2530,1705
G5APU4,4339,2973
G5APU6,3664,2509
G5APU7,3610,2487
G5APU8,1504,1001
G5APU9,5005,3438
G5APV0,2548,1734
G5APV1,6805,4647
G5APV2,7147,4953
G5APV3,4645,3187
G5APV4,2971,2021
G5APV5,2188,1475
G5APV6,1810,1246
G5APV7,7966,5464
G5APV9,10909,7506
G5APW2,586,406
G5APW3,1513,1042
G5APW4,1396,966
G5APW5,5950,4127
G5APW6,2260,1567
G5APW7,6157,4262
G5APX0,8596,5898
G5APX1,1522,1035
G5APX2,5131,3423
G5APX4,5779,3924
G5APX6,4834,3235
G5APX7,3196,2242
G5APX8,4204,2900
G5APY0,7795,5309
G5APY4,2143,1479
G5APY5,2125,1462
G5APY6,4555,3125
G5APY8,21133,14462
G5APZ4,2881,1943
G5APZ6,3772,2614
G5APZ8,3997,2736
G5APZ9,2152,1507
G5AQ05,4357,3026
G5AQ06,2089,1403
G5AQ08,2926,2020
G5AQ11,2683,1821
G5AQ12,11908,8210
G5AQ15,5257,3640
G5AQ16,8956,6153
G5AQ19,1297,902
G5AQ20,4276,2950
G5AQ25,2962,2085
G5AQ28,3448,2372
G5AQ29,4177,2862
G5AQ30,2845,1944
G5AQ32,4672,3180
G5AQ34,2116,1467
G5AQ36,2359,1603
G5AQ38,4510,3096
G5AQ39,5518,3776
G5AQ40,3025,2083
G5AQ44,10423,7134
G5AQ47,6760,4554
G5AQ48,2251,1541
G5AQ50,3430,2338
G5AQ52,14518,10046
G5AQ53,1054,704
G5AQ57,1900,1324
G5AQ59,3970,2706
G5AQ65,8857,6159
G5AQ66,8983,6148
G5AQ67,2854,1974
G5AQ71,21610,14988
G5AQ72,4330,2942
G5AQ73,7480,5164
G5AQ74,3574,2491
G5AQ77,7156,4962
G5AQ78,4060,2817
G5AQ81,4492,3114
G5AQ82,11575,8114
G5AQ83,2449,1729
G5AQ85,2467,1693
G5AQ88,3142,2159
G5AQ89,2512,1744
G5AQ90,13609,9316
G5AQ94,10333,7090
G5AQ97,712,494
G5AQ99,9640,6666
G5AQA2,3250,2237
G5AQA3,8155,5648
G5AQA4,1216,854
G5AQA6,2224,1532
G5AQA9,2431,1682
G5AQB0,2188,1509
G5AQB4,3646,2535
G5AQB5,2746,1908
G5AQC4,2746,1861
G5AQC5,2242,1539
G5AQC6,2233,1529
G5AQC7,4789,3316
G5AQC8,3052,2064
G5AQD0,5059,3474
G5AQD1,4420,3004
G5AQD2,4645,3102
G5AQD3,7579,5162
G5AQD6,2188,1483
G5AQD7,2521,1742
G5AQD8,7003,4778
G5AQE0,8470,5873
G5AQE6,3277,2243
G5AQE8,2494,1690
G5AQE9,3331,2272
G5AQF1,4411,2949
G5AQF2,8677,5926
G5AQF4,3484,2380
G5AQF5,9226,6385
G5AQF6,17182,11706
G5AQF7,2548,1720
G5AQF8,24103,16301
G5AQF9,2494,1700
G5AQG1,4510,3081
G5AQG2,5725,3872
G5AQG4,10270,6943
G5AQG5,946,644
G5AQH7,2719,1887
G5AQH8,4285,2925
G5AQH9,604,428
G5AQI1,6634,4529
G5AQI3,2431,1687
G5AQI4,1603,1100
G5AQI5,6922,4861
G5AQI7,2809,1893
G5AQI8,3646,2518
G5AQI9,3529,2414
G5AQJ0,5473,3792
G5AQJ1,982,670
G5AQJ2,1036,702
G5AQJ3,21511,14625
G5AQJ4,1612,1097
G5AQJ5,5014,3382
G5AQJ6,5995,4086
G5AQJ7,2233,1530
G5AQJ8,5329,3664
G5AQK1,3025,2088
G5AQK2,2782,1863
G5AQK4,3367,2319
G5AQK5,2341,1609
G5AQK6,5662,3870
G5AQK9,3682,2519
G5AQL0,4087,2744
G5AQL1,2917,2028
G5AQL2,1063,730
G5AQL4,4474,3070
G5AQL7,8596,5836
G5AQL9,2548,1762
G5AQM0,1081,754
G5AQM1,5059,3527
G5AQM7,5590,3858
G5AQM8,3115,2148
G5AQM9,1945,1328
G5AQN1,3016,2097
G5AQN2,2377,1655
G5AQN3,6139,4225
G5AQN5,4186,2901
G5AQN9,10972,7522
G5AQP0,6454,4465
G5AQP1,1846,1242
G5AQP2,3295,2243
G5AQP3,7624,5219
G5AQP5,5347,3668
G5AQQ1,3151,2217
G5AQQ5,8065,5502
G5AQQ7,8398,5695
G5AQQ8,11026,7608
G5AQQ9,3862,2701
G5AQR0,2656,1809
G5AQR1,6202,4203
G5AQR2,10945,7487
G5AQR3,4645,3159
G5AQR4,14275,9717
G5AQR6,2593,1795
G5AQR8,2998,2055
G5AQR9,1405,971
G5AQS1,7480,5159
G5AQS2,6976,4781
G5AQS3,4582,3149
G5AQS5,2899,1969
G5AQS8,8857,6077
G5AQS9,12367,8399
G5AQT0,4069,2762
G5AQT1,13609,9392
G5AQT3,5041,3486
G5AQT4,6472,4457
G5AQT5,6922,4731
G5AQT8,2098,1436
G5AQT9,3736,2570
G5AQU0,811,575
G5AQU3,4483,3061
G5AQU4,721,486
G5AQU5,1450,992
G5AQU7,1873,1258
G5AQU8,13141,9045
G5AQU9,3934,2625
G5AQV1,2962,2053
G5AQV2,12898,8857
G5AQV3,1486,1020
G5AQV4,6148,4211
G5AQV5,3808,2590
G5AQV6,6490,4514
G5AQV9,5599,3868
G5AQW0,19432,13401
G5AQW2,1090,739
G5AQW3,5968,4107
G5AQW7,4366,2970
G5AQW8,2548,1731
G5AQW9,1216,836
G5AQX0,9163,6307
G5AR19,1756,1220
G5AR20,7246,4958
G5AR21,21655,14763
G5AR22,2395,1620
G5AR23,2377,1606
G5AR24,4843,3301
G5AR26,6751,4719
G5AR29,3151,2086
G5AR30,2827,1938
G5AR31,523,359
G5AR32,7939,5568
G5AR37,23932,16469
G5AR38,7129,4947
G5AR39,613,418
G5AR40,3619,2511
G5AR41,3439,2362
G5AR44,2710,1859
G5AR45,3043,2050
G5AR47,7804,5416
G5AR50,2458,1709
G5AR51,2215,1537
G5AR54,1801,1220
G5AR55,3448,2342
G5AR56,5284,3697
G5AR57,811,560
G5AR59,3457,2307
G5AR60,4042,2693
G5AR64,4429,3014
G5AR65,2017,1369
G5AR66,17146,11711
G5AR73,8380,5757
G5AR78,1990,1358
G5AR79,4276,2862
G5AR80,3133,2158
G5AR81,1774,1203
G5AR85,4645,3214
