proteinID,all_MT,unique_MT
G5BG62,3277,2234
G5BG68,8902,6141
G5BG72,2701,1857
G5BG88,5617,3869
G5BGA4,5608,3778
G5BGB3,11080,7620
G5BGB4,5320,3648
G5BGB9,2611,1779
G5BGG0,7939,5461
G5BGG7,2503,1747
G5BGM2,3331,2277
G5BGN1,1855,1293
G5BGR3,5194,3596
G5BGR4,13150,9012
G5BH13,10585,7270
G5BH25,4384,2986
G5BH26,6013,4066
G5BH29,3610,2477
G5BH38,9793,6632
G5BH78,2116,1469
G5BH96,24472,16657
G5BHA6,8155,5603
G5BHA9,6985,4803
G5BHB1,6202,4215
G5BHD8,2998,2079
G5BHG2,22663,15630
G5BHH8,5068,3509
G5BHI3,9703,6590
G5BHJ9,1819,1257
G5BHK3,12889,8879
G5BHM3,12376,8341
G5BHP2,7678,5263
G5BHP3,6904,4728
G5BHQ0,5266,3656
G5BHR4,22303,15244
G5BHR8,6535,4512
G5BHS5,37117,25580
G5BHW8,2521,1755
G5BHW9,8056,5426
G5BHY0,2935,1974
G5BHZ4,6157,4223
G5BHZ8,2746,1857
G5BI20,12169,8301
G5BI41,6103,4254
G5BI51,4933,3443
G5BI63,4321,2977
G5BI73,3781,2593
G5BI77,7480,5040
G5BI79,5410,3705
G5BIA6,6616,4608
G5BID5,1522,1046
G5BIF7,4222,2849
G5BIF8,7552,5138
G5BIG1,3169,2156
G5BIG6,1396,968
G5BIH8,5140,3556
G5BII2,4114,2837
G5BII7,5455,3727
G5BIK7,3286,2270
G5BIM0,1756,1195
G5BIR0,8182,5623
G5BIR7,3439,2317
G5BIU2,8065,5559
G5BIV1,5617,3836
G5BJ06,8758,6017
G5BJ09,4042,2757
G5BJ35,7228,5031
G5BJ37,4798,3261
G5BJ40,3970,2706
G5BJ54,12016,8221
G5BJ71,7111,4872
G5BJ77,4591,3191
G5BJ79,1891,1269
G5BJ83,3610,2456
G5BJ85,2854,1925
G5BJA0,3394,2321
G5BJA4,2890,1955
G5BJC2,6175,4248
G5BJD5,4087,2781
G5BJD7,1324,913
G5BJD9,3025,2018
G5BJE1,4825,3381
G5BJF1,5194,3545
G5BJF3,5059,3463
G5BJI0,13411,9072
G5BJL4,4294,2979
G5BJT3,5023,3428
G5BJU1,10765,7415
G5BJU8,2233,1543
G5BJV5,2701,1812
G5BJV6,6013,4082
G5BJW2,6022,4136
G5BK12,13519,9221
G5BK15,5518,3732
G5BK18,3655,2465
G5BK51,4816,3234
G5BK68,2098,1470
G5BKA1,5554,3815
G5BKB6,5617,3875
G5BKC1,10450,7316
G5BKD7,2728,1890
G5BKE7,2251,1537
G5BKF4,3430,2386
G5BKF5,5635,3841
G5BKG3,4816,3312
G5BKG5,1999,1344
G5BKH2,7012,4746
G5BKJ3,4159,2869
G5BKK0,3619,2486
G5BKN7,883,603
G5BKP7,2638,1840
G5BKQ9,3763,2586
G5BKR2,6985,4802
G5BKR3,3646,2502
G5BKR9,3988,2761
G5BKU0,3457,2388
G5BKX3,5590,3861
G5BKZ6,8308,5689
G5BL12,8587,5905
G5BL31,3421,2335
G5BL41,4087,2829
G5BL81,4987,3414
G5BLA1,1405,977
G5BLA4,27154,18779
G5BLA9,3160,2173
G5BLD1,1396,953
G5BLG4,3358,2319
G5BLH0,6067,4198
G5BLH2,6508,4466
G5BLM5,1936,1326
G5BLN4,7732,5342
G5BLP9,11692,7925
G5BLV4,5365,3707
G5BLW0,2764,1898
G5BLW7,9910,6846
G5BLX1,4087,2753
G5BLY2,8695,6027
G5BM05,8776,5995
G5BM39,13591,9415
G5BM42,7552,5128
G5BM48,6841,4690
G5BM49,17272,11834
G5BM53,4555,3160
G5BM56,1099,758
G5BM59,4861,3332
G5BM83,7012,4777
G5BMD1,10180,7051
G5BMD2,3430,2352
G5BMF6,1387,961
G5BMH0,7462,5199
G5BMH1,23716,16229
G5BMH4,9136,6257
G5BMJ9,7183,4938
G5BML6,838,585
G5BMM5,4438,3071
G5BMR4,2719,1904
G5BMS3,11278,7754
G5BMU7,1657,1121
G5BMV9,19234,13279
G5BMW7,4573,3110
G5BMZ1,6859,4674
G5BMZ4,7354,5078
G5BN02,4105,2846
G5BN04,2332,1626
G5BN32,4546,3120
G5BN40,3601,2483
G5BN73,14401,9668
G5BN88,11017,7546
G5BN98,3295,2254
G5BNA1,2161,1485
G5BNA3,7300,5006
G5BNA5,4276,2862
G5BNA7,2782,1932
G5BNB1,9433,6373
G5BNC1,5779,3966
G5BNH0,3142,2145
G5BNI8,1846,1253
G5BNJ0,1909,1295
G5BNJ7,1405,971
G5BNJ9,14446,9980
G5BNL3,15094,10218
G5BNM2,18253,12549
G5BNM9,8200,5618
G5BNN0,6409,4372
G5BNR0,3799,2617
G5BNW2,3835,2610
G5BNX3,6247,4313
G5BNX8,2359,1641
G5BNX9,3088,2115
G5BNY1,5347,3664
G5BNZ1,6886,4769
G5BNZ7,6301,4288
G5BP04,4744,3223
G5BP37,4285,2954
G5BP47,5950,4143
G5BPA0,4123,2836
G5BPC2,3295,2250
G5BPC6,11413,7761
G5BPC9,3817,2632
G5BPD0,3718,2540
G5BPD3,3241,2213
G5BPE3,4357,2954
G5BPF1,6121,4212
G5BPF3,3889,2678
G5BPG3,9964,6880
G5BPG9,1711,1190
G5BPI2,7435,5001
G5BPK6,4879,3402
G5BPL1,4249,2977
G5BPM1,14365,9797
G5BPM7,2161,1463
G5BPQ5,10297,6967
G5BPS0,1909,1317
G5BPS3,2710,1850
G5BPT3,982,687
G5BPU8,5293,3620
G5BPV0,5410,3696
G5BPW5,2674,1850
G5BPY3,3169,2180
G5BPZ0,3385,2336
G5BPZ3,1900,1285
G5BQ09,5572,3816
G5BQ12,4114,2815
G5BQ74,3925,2671
G5BQB1,13753,9513
G5BQH1,4132,2845
G5BQI0,11539,7841
G5BQJ4,4222,2909
G5BQJ5,2341,1612
G5BQJ7,6337,4323
G5BQK9,1846,1265
G5BQL3,9775,6631
G5BQM2,3574,2463
G5BQN3,3079,2151
G5BQQ4,6769,4686
G5BQT8,5104,3490
G5BQT9,3547,2438
G5BQU0,1819,1233
G5BQV7,4852,3355
G5BQW1,6499,4449
G5BQW4,2179,1499
G5BQY7,8740,6001
G5BQZ0,1810,1244
G5BR00,5365,3696
G5BR01,4807,3246
G5BR04,1207,846
G5BR07,4897,3375
G5BR10,3529,2417
G5BR72,4942,3411
G5BR77,7381,5068
G5BRA2,3358,2289
G5BRA5,7543,5201
G5BRA7,6823,4660
G5BRC3,4159,2833
G5BRD5,4195,2829
G5BRE1,17101,11736
G5BRG6,3430,2330
G5BRG8,4438,3063
G5BRJ8,18397,12661
G5BRK1,1828,1245
G5BRK3,4303,2929
G5BRM1,1909,1336
G5BRM7,8587,5842
G5BRM9,5707,3949
G5BRQ0,3043,2054
G5BRQ3,406,286
G5BRR4,4555,3150
G5BRS8,3745,2553
G5BRT0,3070,2067
G5BRT8,7129,4937
G5BRU2,2512,1709
G5BRU3,11413,7788
G5BRV0,2404,1632
G5BRX1,1603,1074
G5BRY8,874,600
G5BRZ8,5365,3682
G5BS19,6778,4736
G5BS99,1153,774
G5BSA1,2980,2077
G5BSA7,4348,2965
G5BSB3,5833,3958
G5BSC6,11314,7879
G5BSD1,3862,2639
G5BSD7,5968,4111
G5BSH9,7237,4957
G5BSI0,4312,2920
G5BSI7,4024,2764
G5BSJ9,1333,919
G5BSL5,2557,1795
G5BSQ6,4789,3302
G5BSR9,2665,1826
G5BSS3,1927,1307
G5BSU2,2728,1923
G5BSX1,5653,3842
G5BSX4,9397,6417
G5BSX5,4699,3244
G5BSY2,1936,1338
G5BSY7,4879,3368
G5BT43,2557,1752
G5BT52,1927,1347
G5BT66,4573,3181
G5BT85,3673,2547
G5BT96,2620,1778
G5BT99,5761,3915
G5BTC4,8200,5599
G5BTE1,4132,2852
G5BTF1,5599,3860
G5BTF8,4222,2914
G5BTG3,8713,6027
G5BTK6,4429,3034
G5BTM2,2872,1987
G5BTQ5,2044,1411
G5BTR9,1045,703
G5BTT6,5509,3812
G5BTW5,4195,2860
G5BTZ4,6994,4821
G5BU29,6076,4191
G5BU44,4573,3127
G5BU89,4591,3173
G5BU91,3304,2279
G5BU93,2413,1617
G5BUA3,2422,1650
G5BUB4,2386,1638
G5BUB5,3583,2450
G5BUF4,4681,3104
G5BUH7,3646,2462
G5BUK7,3241,2211
G5BUL9,6571,4510
G5BUP0,5401,3716
G5BUR4,3889,2704
G5BUS4,4465,3046
G5BUU5,6139,4223
G5BV17,4807,3228
G5BV59,4645,3227
G5BV64,5473,3798
G5BV68,5320,3636
G5BV83,6418,4402
G5BV89,4087,2790
G5BV99,6166,4267
G5BVA0,3196,2221
G5BVB1,4222,2898
G5BVB2,6463,4334
G5BVB3,3907,2676
G5BVC0,5293,3641
G5BVC2,3817,2636
G5BVC3,955,667
G5BVC4,20440,14088
G5BVC9,5266,3573
G5BVD0,8812,6075
G5BVE2,4114,2864
G5BVE7,25894,17923
G5BVE9,4771,3270
G5BVF0,6715,4649
G5BVH3,2152,1482
G5BVH9,1909,1289
G5BVI0,15652,10912
G5BVI5,6391,4311
G5BVJ1,9046,6192
G5BVJ5,1945,1362
G5BVK2,2692,1862
G5BVL7,3538,2454
G5BVM9,11062,7588
G5BVN5,2854,1960
G5BVP0,4168,2795
G5BVP2,7129,4874
G5BVP5,12466,8582
G5BVR1,6823,4708
G5BVR2,2350,1626
G5BVS6,6472,4490
G5BVX1,7570,5202
G5BVY1,8146,5538
G5BW01,7732,5250
G5BW07,1855,1271
G5BW08,2188,1519
G5BW26,4249,2915
G5BW62,3988,2738
G5BW80,2548,1747
G5BW83,7678,5359
G5BW86,2962,2031
G5BWA3,8245,5612
G5BWB1,3727,2545
G5BWC8,5455,3814
G5BWG4,2818,1921
G5BWK3,11512,7918
G5BWN8,2800,1919
G5BWP5,21727,14701
G5BWR7,3772,2607
G5BWV8,1819,1248
G5BWW8,8038,5516
G5BWX1,1819,1246
G5BWX7,2422,1672
G5BWY1,1738,1194
G5BX40,5761,3940
G5BX65,3871,2660
G5BX70,2908,2008
G5BX81,4438,3000
G5BX85,3511,2344
G5BX87,3898,2687
G5BXA4,10486,7139
G5BXB1,22996,16062
