proteinID_x	mutTol_x	mutVul_x	proteinID_y	mutTol_y	mutVul_y	Aggregation_x	length_x	Aggregation_y	length_y
G5BDR6	0.22990597512890507	0.20215347285410978	Q9ES34	0.15343754742753074	0.18181818181818182	8.621866104868916	1068	8.338419626168207	1070
G5BM33	0.26484375	0.11484375	Q9CQS9	0.3133514986376022	0.12806539509536785	3.84	205	2.5495427350427367	234
G5BIG1	0.4324825986078886	0.10997679814385151	Q9JK81	0.33047210300429186	0.1055793991416309	2.2971139601139607	351	2.7993315789473665	380
G5BUS6	0.34375	0.13560267857142858	P58044	0.2199025748086291	0.13291579679888657	7.64854895104895	286	8.6648281938326	227
G5AWU7	0.3469150174621653	0.13698098564221964	Q6NZL1	0.3565254357375655	0.1390109111520476	4.153962085308056	1266	3.6539939130434806	1150
G5BHP5	0.29543907420013615	0.14908100748808714	Q8K479	0.31728813559322033	0.14847457627118643	9.890818930041156	243	9.88976131687243	243
G5C6P8	0.3217938630999213	0.16955153422501967	Q8BG67	0.2542772861356932	0.1663716814159292	6.679567931456548	817	6.708764346764351	819
G5BMQ8	0.4244031830238727	0.09217506631299735	Q9R0X5	0.4199696772796188	0.11760883690708251	2.426819685690652	1209	1.9642387612387604	1001
G5B3B0	0.32182612371424546	0.10807383401437227	Q8C1B1	0.44492084432717677	0.101363236587511	3.909187390542905	1142	2.329845995893222	1461
G5CA44	0.3188869736518099	0.15661167200196996	Q68FH4	0.27657305367934587	0.15606114468538926	3.3149757942511333	661	3.6687707423580735	458
G5BNA5	0.38168472562041245	0.1331702202027263	Q9R0N0	0.32129357412851745	0.2015959680806384	4.612930379746833	474	6.967910714285716	392
G5BU33	0.28244504667268894	0.18127070159590486	Q9D2L1	0.2394406392694064	0.18207762557077625	6.631341417910445	536	7.934468354430371	553
G5BUL9	0.33244621867376356	0.1068973164781548	Q99PU7	0.33273902384666815	0.10652997548473367	3.582186556927299	729	3.5720631868131845	728
G5BV74	0.32027896995708155	0.14699570815450644	Q6P5E6	0.3192235103801564	0.13777298463197626	5.288382207578251	607	3.4077827529021563	603
G5BIU3	0.4160971905846621	0.11478106808402935	Q8BRT1	0.41427668982943777	0.11295009475679091	3.305968142968144	1287	3.3510404354587857	1286
G5BBD7	0.4179456906729634	0.09799291617473435	Q9CPW3	0.5215827338129496	0.07074340527577938	1.668478260869566	138	0.8386296296296296	135
G5BEZ3	0.5173968327360998	0.10368743497861518	O54824	0.515501968503937	0.10174704724409449	1.0152237120677496	1417	1.284397125567322	1322
G5C0N2	0.45712578428443384	0.07185539288915446	Q68FE9	0.560285891858297	0.07271597265382225	0.4958334883720929	1075	0.3649427184466024	1030
G5BM72	0.4620470774927268	0.10341179582121132	Q07968	0.32302899592619216	0.10711718188353703	0.6639966832504144	603	2.280016442451421	669
G5C8Y9	0.30656499463838915	0.17443107351364232	A2RT67	0.2831700801424755	0.17783996946953315	6.626335289801903	1363	5.094905023547887	1274
G5BPB4	0.18442401297998917	0.26446727961060035	Q791V5	0.11663066954643629	0.2661987041036717	10.790138613861382	303	11.589584158415839	303
G5ASQ9	0.4116856950973808	0.1198791134989926	Q9JIW4	0.4163346613545817	0.12250996015936255	1.5308620689655168	493	1.2246612903225804	496
G5BK11	0.8353140916808149	0.02801358234295416	D3YYM0	0.7407407407407407	0.03273040482342808	0.005	191	0.018306878306878303	189
G5ATD5	0.4598089932351771	0.1193792280143255	P29352	0.04279686558167571	0.11352220212979706	2.5929553903345735	807	3.792759351620944	802
G5AZP1	0.32418136020151134	0.0818639798488665	E9QAF4	0.47304785894206547	0.09370277078085643	1.996354938271604	648	2.056410493827161	648
G5C5T3	0.4852621780949426	0.1089047471300031	P38532	0.5255972696245734	0.09680421967111387	2.1435456273764246	526	2.0889695238095234	525
G5AQL1	0.5895411938825851	0.06808090774543661	P27782	0.5154680594616312	0.061068702290076333	1.0320866873065009	323	0.8215894206549108	397
G5BTY0	0.24455205811138014	0.2566585956416465	Q4FZG8	0.33364928909952607	0.11943127962085308	10.885932835820894	134	7.767267857142858	168
G5B4Q4	0.2446275071633238	0.18946991404011462	F6YQT7	0.24361559139784947	0.17842741935483872	8.182778026905831	446	8.399107142857142	476
G5BBX6	0.23447452229299362	0.17914012738853502	Q8C152	0.3472061657032755	0.1907514450867052	3.3959513381995103	411	3.1484590163934434	427
G5BE20	0.3879374534623976	0.08395383469843634	Q0VBD2	0.45603794235680406	0.08555271798613645	2.3706064441887205	869	1.855667796610171	885
G5BED3	0.2724324324324324	0.16594594594594594	Q68FL6	0.20502242152466368	0.162152466367713	4.847497777777772	900	4.5560399113082095	902
G5AQ81	0.14005782203662062	0.2258271763572117	O35343	0.2181650813132863	0.1942313593126726	6.516371485943773	498	6.246069097888683	521
G5C2L1	0.43236409608091025	0.07964601769911504	Q9D9P8	0.30149253731343284	0.18059701492537314	19.7618515625	128	20.657657407407417	108
G5B1C9	0.4439565035549979	0.11438728565453785	P97302	0.42801472180125566	0.12058887205022732	0.9557841352405716	769	1.3740784844384295	739
G5BTG9	0.1973739940703092	0.1660313426514189	Q8BGW6	0.24820143884892087	0.14348521183053556	3.518938666666666	375	3.36123618090452	398
G5B578	0.30903271692745377	0.15256045519203415	Q3UHG7	0.2899893124332027	0.1574634841467759	7.4157428571428605	455	7.421723076923076	455
G5B5H7	0.6577743902439024	0.06135670731707317	Q60780	0.6557626473944466	0.06124001521491061	0.035171021377672224	421	0.035171021377672224	421
G5C6V1	0.6564171122994652	0.05213903743315508	Q9CR98	0.6412037037037037	0.0625	0.005889830508474577	118	0.009347826086956522	138
G5BXP3	0.3976674191121144	0.11926260346124906	Q2TB02	0.27544303797468356	0.14632911392405062	1.8303698630137	438	2.7443027522935783	327
G5B1Z5	0.3079501915708812	0.13984674329501914	Q80YW5	0.39379310344827584	0.13206896551724137	3.514801775147928	338	2.4296638477801262	473
G5C585	0.29570237331622834	0.16805644644002565	Q99KC8	0.23289902280130292	0.14067589576547232	7.942441059602658	755	6.677612862547286	793
G5B5K5	0.5821501014198783	0.10344827586206896	Q9WTP6	0.5185434929197572	0.10654079568442347	4.147970711297072	239	4.150267782426779	239
G5BL79	0.221939629208219	0.2163844454855766	Q80TA9	0.23433860101995846	0.2128691053327457	9.619877432712231	2415	8.895446734059114	2572
G5BDI0	0.3464607027669326	0.1449668986589713	Q9EQY0	0.3429614873837981	0.14741035856573706	5.755978033472807	956	6.4608382804503535	977
G5BS98	0.4740015071590053	0.09193669932177845	Q9JLK4	0.45742275810097965	0.0904295403165034	0.3662546296296295	216	0.3641018518518519	216
G5C9N0	0.4568443051201672	0.07774294670846395	Q04750	0.45018374846876275	0.07615353205389955	2.408694259012015	749	2.362589308996089	767
G5AV43	0.2993501218521527	0.1783103168155971	Q9CY64	0.1918032786885246	0.14207650273224043	7.6127849999999935	400	5.7940474576271175	295
G5BWP3	0.23701605288007555	0.18035882908404155	Q9WTV6	0.2603757099169943	0.1799912625600699	11.256498525073745	339	9.391807065217387	368
G5BMQ1	0.3419267299864315	0.15332428765264586	Q9CR04	0.40970350404312667	0.09568733153638814	5.125534482758619	116	1.4178803418803416	117
G5BEM7	0.5838509316770186	0.08322981366459627	P51162	0.5719602977667494	0.0880893300248139	0.0274609375	128	0.0388125	128
G5AMZ5	0.30815954646689614	0.13484511034622393	Q8C7R7	0.343522056269538	0.13789510246613407	1.4238737500000005	800	1.2514983818770224	927
G5B308	0.4603501544799176	0.12178166838311019	Q8R4V4	0.43658476048647304	0.12410027302060064	4.296162717219594	633	5.120304281345564	654
G5BVL8	0.9679338842975207	0.01652892561983471	Q9JMD0	0.8097897503285151	0.024967148488830485	0.0	492	0.024680808080808074	495
G5ARK0	0.21166067974578612	0.14865985078751037	Q9DC48	0.1961867919314728	0.14893617021276595	3.9972452504317815	579	3.697205526770296	579
G5AL01	0.45878136200716846	0.11469534050179211	P48299	0.5049429657794677	0.10798479087452471	5.918841530054643	183	4.2920981308411195	214
G5BSW1	0.39801385077747287	0.11263556775120867	P08032	0.43712930011862394	0.09865559509687624	1.30201433838591	2441	1.4409900621118032	2415
G5B925	0.2516388557806913	0.17878426698450536	Q810B6	0.24869037772263577	0.1641852770885029	6.749923290203332	1082	6.478562018819503	1169
G5B5F2	0.4978205128205128	0.08794871794871795	O35973	0.4976430118486431	0.08701745445279653	2.1875666406858945	1283	1.9845019364833458	1291
G5BHY1	0.1912037037037037	0.14629629629629629	Q8R059	0.22911805879608027	0.15165655622958468	0.5974195402298853	348	0.7733371757925069	347
G5BM12	0.5189606741573034	0.07900280898876405	Q9ERH4	0.6932883389576303	0.021372328458942633	0.5412993492407809	461	0.24837704918032785	427
G5BPC2	0.38016896398399286	0.16585148955091153	Q99J79	0.3706896551724138	0.16079460269865067	1.4528575342465753	365	3.3705787037037034	432
G5BA84	0.2581699346405229	0.20152505446623092	Q78YY6	0.2857142857142857	0.1634199134199134	6.216208053691273	149	7.907604026845636	149
G5BCJ1	0.5711340206185567	0.04082474226804124	E9PV82	0.5198364008179959	0.03967280163599182	0.5136892230576441	399	0.9162213930348256	402
G5APH5	0.19515918011338856	0.1689925861317052	Q9JL70	0.2599728014505893	0.17928377153218494	6.6918731739707855	1506	7.499120917303678	1439
G5BDX8	0.30797636632200887	0.1395864106351551	A2AJW4	0.5848056537102474	0.11778563015312132	0.21964864864864875	222	0.046046594982078866	279
G5B109	0.3248631743549648	0.1544175136825645	Q6P8X1	0.3242080563159953	0.154477903793508	1.4748574938574943	407	1.4782906403940888	406
G5B4U8	0.4680435389338543	0.08317052749092939	P30306	0.5	0.08734602463605823	3.3672482758620697	580	2.8678732638888875	576
G5ASE0	0.20362181511897243	0.2505790692777427	Q80ZJ6	0.2142119396818839	0.22164841974798596	6.160292428198432	766	5.188779204107831	779
G5BJW4	0.34416543574593794	0.15066469719350073	D3Z393	0.20486366985998525	0.16359616801768606	3.782635944700462	217	5.993294930875575	217
G5BZZ5	0.2103359173126615	0.1979328165374677	Q8CGR7	0.29514757378689344	0.18109054527263632	3.4005128205128186	312	2.93310625	320
G5AW64	0.1557478368355995	0.22435105067985167	Q3URF8	0.17286245353159851	0.2137546468401487	1.3471807692307678	260	1.3354307692307694	260
G5BXH2	0.31452455590386624	0.15569487983281086	Q8C159	0.3331418724870764	0.15738081562320505	9.552483766233774	310	7.162788732394366	568
G5C760	0.47941176470588237	0.11029411764705882	Q5XFZ0	0.4266666666666667	0.1	4.649755760368665	217	5.541580645161292	217
G5B9Z2	0.2105626510182948	0.1936486020020711	Q6NXM2	0.22350440327968418	0.2095353780747039	4.081079229122059	467	3.7693822975517928	531
G5BUU3	0.29659685863874347	0.10837696335078534	Q9CZW5	0.31692708333333336	0.115625	2.524343185550082	609	1.7576481178396073	611
G5AMY9	0.28124780686363954	0.18236367464383466	Q9JLC8	0.03478842615822044	0.8975163070747617	3.3283909527972124	4576	3.2885301178524644	4582
G5AMD1	0.7100068073519401	0.038461538461538464	Q60585	0.5457235868600178	0.0648120745782776	0.02131004366812227	458	0.4808799249530954	533
G5BEA5	0.5500284252416145	0.07475838544627629	Q6PFF0	0.5015479876160991	0.07282272176605196	1.4677626527050598	1146	1.4606311000827124	1209
G5AW53	0.29213483146067415	0.15543071161048688	P10168	0.31525076765609006	0.1187308085977482	0.046583333333333324	84	3.702863636363636	154
G5C6G3	0.23076923076923078	0.19165023011176857	Q8BHW2	0.21284796573875803	0.17044967880085654	7.123390688259112	494	3.5565197889182047	379
G5CBC9	0.17391304347826086	0.2940503432494279	Q9QZV9	0.1653179190751445	0.292485549132948	8.281414285714284	140	8.470371428571427	140
G5BNG1	0.4572192513368984	0.1304812834224599	J3QNN4	0.5532445923460898	0.09068219633943428	2.4148078175895793	307	0.3595260416666664	192
G5B7F3	0.3975705843729481	0.11556139198949442	G5E8I7	0.45489162272993555	0.09314586994727592	5.862372708757638	491	4.406251376146791	545
G5C4F9	0.086463923673226	0.19081693500298152	O88696	0.14038231780167265	0.2066905615292712	6.4554779411764684	272	6.418908088235295	272
G5BED6	0.3841121495327103	0.13317757009345793	O08717	0.40321057601510857	0.11000944287063268	4.847400568181817	352	6.8086171428571465	350
G5BX86	0.37085965919969366	0.12942753206969174	A4Q9E5	0.4502194907813872	0.11273046532045654	2.511371597633138	845	1.8132545846817705	927
G5BYW2	0.4715578539107951	0.1085972850678733	Q8C0C7	0.44387755102040816	0.1326530612244898	1.0571349206349208	504	1.8899350393700782	508
G5BMG1	0.3881348511383538	0.1361646234676007	Q91ZS8	0.37009132420091323	0.145662100456621	4.622336021505377	744	4.075819971870602	711
G5AU60	0.27690933452434124	0.16435908887896383	P62069	0.2432784041630529	0.16608846487424112	6.314206214689267	354	6.105961748633878	366
G5BNI0	0.4966698382492864	0.08325404376784015	Q9DBY0	0.3548519736842105	0.10032894736842106	0.4994578488372092	688	0.9252578616352202	795
G5ANX0	0.370789957134109	0.07225964482547459	Q6PG04	0.48269581056466304	0.07528840315725562	0.2317348927875243	513	0.3511776061776062	518
G5B4M8	0.24475865431496832	0.1901511457825451	P70372	0.2575086164451009	0.19005416051206303	3.5199452887538003	329	3.5211134969325157	326
G5BGX0	0.32162661737523107	0.24029574861367836	Q8R448	0.3738656987295826	0.14156079854809436	6.268375	88	14.885056179775276	89
G5BTK1	0.5298422507724834	0.0835908277768743	O54826	0.5096241979835013	0.09089520317751298	1.4860049603174592	1008	0.990498127340824	1068
G5B2Q4	0.5202424519670631	0.08062671546203111	F8VPJ6	0.5080492949927834	0.08437881647607416	1.0074985875706213	1416	1.0801137765592874	1459
G5B583	0.3470740847506486	0.12712597290285385	P97358	0.30674679049440046	0.14804698169898936	6.307420577617335	554	5.297655290102392	586
G5BI75	0.5597887091449323	0.06715087487619677	Q80WC3	0.587190275829827	0.060215053763440864	0.8163842759727232	2493	0.6466973592772751	2878
G5C5V8	0.33352370074243287	0.13992004568817817	Q99MS8	0.3000545553737043	0.11074740861974905	5.974986254295531	291	5.066650165016502	303
G5B9Z0	0.42272007241457343	0.11427924869880063	Q8C267	0.5103092783505154	0.09009412819363515	2.6124907539118056	703	1.7989481065918649	713
G5AQ52	0.22319561971129914	0.21264310602289696	Q8C0T9	0.14392059553349876	0.22143920595533498	8.591106079404481	1612	10.62993122676581	1614
G5BXL2	0.06941838649155722	0.24202626641651032	Q6UGQ3	0.24822695035460993	0.15177304964539007	25.12434090909091	88	18.49358771929824	114
G5AMT4	0.43155856727976766	0.11655372700871248	Q8VHH5	0.44224541201871176	0.11263044260525369	4.522908659549227	843	4.340028571428572	910
G5C808	0.28735632183908044	0.19042145593869733	Q8VE08	0.29973630237327864	0.17550542045121595	6.607739952718675	423	6.580870106761568	562
G5C9E2	0.5408475316732198	0.07514198339886413	Q9Z0Z7	0.5084868183459733	0.08378475984109787	0.22417213114754103	366	0.2706636771300448	446
G5B499	0.2952443857331572	0.16050198150594452	Q9D2H2	0.32513590473725085	0.15764949521097593	4.280715862068964	725	3.071825732899023	614
G5B4Y0	0.47896039603960394	0.09034653465346534	B2RV46	0.6254646840148699	0.06970260223048327	2.0193094629156008	391	0.19888760806916425	347
G5BQU3	0.2574931880108992	0.1505449591280654	P82343	0.10391566265060241	0.24246987951807228	4.611033195020749	241	5.3012069767441865	430
G5B039	0.1675228310502283	0.2000570776255708	Q3UKJ7	0.1830413016270338	0.1783479349186483	5.284617021276593	564	3.442307992202728	513
G5AUE6	0.3561946902654867	0.14988938053097345	Q8K1Z0	0.3152965660770031	0.15764828303850156	1.2248231292517004	294	1.212143769968051	313
G5C250	0.3809255079006772	0.11851015801354402	Q9D2Y5	0.3281168492436098	0.1476264997391758	5.693359861591692	289	4.252846645367414	313
G5B8H4	0.18024529128339903	0.19250985545335086	Q80YS9	0.20341463414634145	0.2651219512195122	9.818959839357424	747	13.475478851963768	662
G5C692	0.32792990142387735	0.16166484118291347	Q922X9	0.34110515271625086	0.15458148752622988	4.874280487804883	738	3.775859826589593	692
G5B9Z4	0.26103054612773835	0.18667078062326442	O35344	0.26644130301167795	0.18531038721573448	6.857034682080926	519	6.8358080614203445	521
G5AWZ2	0.23485204321277595	0.11977454203851573	P18894	0.20611764705882352	0.17835294117647058	5.712795389048992	347	3.5621565217391336	345
G5AQ83	0.22685185185185186	0.14988425925925927	Q9CZ30	0.32142857142857145	0.16252006420545748	2.6863210332103327	271	2.8583484848484866	396
G5BAQ0	0.335609756097561	0.15609756097560976	Q8BHN7	0.2736585365853659	0.11219512195121951	1.8203815384615385	325	2.150470948012233	327
G5BGY3	0.3588698723173051	0.1458842705786471	Q9WUA2	0.21971140756874488	0.13340593520283148	3.0581341256366716	589	3.0099524617996605	589
G5AMN4	0.5397340754483612	0.08147804576376005	E9Q9Q2	0.5317877968994453	0.07410041245910966	1.0376312260536396	1044	0.6884255506607928	1135
G5C3K7	0.3877381938690969	0.12178956089478045	Q9D7S0	0.3918238993710692	0.13836477987421383	9.859958549222798	193	9.801470588235288	255
G5AM73	0.4885780885780886	0.11608391608391608	Q99N95	0.4158139534883721	0.12372093023255815	2.0827377521613832	347	2.201385057471266	348
G5C9K2	0.34871604019352437	0.16617045031633793	Q8C0R9	0.34082818062581977	0.13959153082255948	3.4470348432055764	863	2.1310609613130107	853
G5BJ82	0.28603705377315863	0.1640307275192047	Q922E4	0.27211155378486057	0.17091633466135459	3.4200028169014116	355	3.3691386138613906	404
G5ASI0	0.26766917293233083	0.16541353383458646	Q8C4V4	0.23890142964635064	0.1613995485327314	6.065867132867135	429	5.407714953271027	428
G5B662	0.4763572679509632	0.09106830122591944	Q9DCT6	0.4270833333333333	0.08238636363636363	0.3877956989247313	186	0.4271812865497078	171
G5BT40	0.15924170616113745	0.17677725118483412	Q9DCZ1	0.1957345971563981	0.16682464454976303	2.7571855072463767	345	2.4347420289855086	345
G5C9J7	0.4286315789473684	0.12378947368421053	Q8K2X2	0.39358474208929345	0.11920242739488514	1.1479999999999997	382	3.0014043126684635	371
G5AY08	0.4812066462332634	0.0817873850621068	Q6ZQ58	0.5407318174973649	0.06911609697334739	2.365330661322646	998	2.0410382462686583	1072
G5B1E5	0.3640226628895184	0.18413597733711048	B2RXA1	0.34235517568850904	0.15669515669515668	5.55034604105572	341	4.251944117647063	340
G5AVB4	0.3804523424878837	0.11308562197092084	Q3V2J1	0.45754716981132076	0.08752620545073375	3.63	201	0.7691921824104241	307
G5AUI5	0.4346076458752515	0.10211267605633803	Q4FK66	0.4505664263645726	0.11122554067971163	2.3312515723270444	318	0.8704358974358977	312
G5AKV7	0.26059951390764247	0.13502565487442614	P35235	0.3428724257822947	0.13800481412142285	2.7588539898132463	589	2.720505862646567	597
G5BH55	0.6617021276595745	0.05914893617021277	Q9EPK5	0.5656648826677645	0.059283655825442566	0.015883905013192614	379	0.07245316455696202	395
G5AX63	0.3521594684385382	0.12259136212624584	Q6IFX4	0.37247767118756203	0.10056235527621568	1.8150680412371132	485	0.17682157676348553	482
G5CB09	0.3668272539573297	0.14315209910529939	O70552	0.34498094027954257	0.14167725540025414	5.876160173160175	231	7.256892	250
G5C4V3	0.2991814846175557	0.1510019757267852	Q3U4I7	0.368836291913215	0.13722175260636799	2.8705731497418245	581	2.1205438898450955	581
G5BVV4	0.12573099415204678	0.20701754385964913	Q9D8N2	0.15718157181571815	0.2601626016260163	4.462072992700731	274	8.427047619047624	357
G5C072	0.35922684172137126	0.11269146608315099	Q8CGK7	0.25290697674418605	0.1308139534883721	5.185331050228309	438	5.965370078740157	381
G5BGE1	0.283172265684921	0.14465408805031446	Q8VDP3	0.33868453865336656	0.13575436408977556	4.0604028169014095	1065	3.8718854961832054	1048
G5AX60	0.2509737098344693	0.17356377799415773	P51660	0.28118768003545314	0.1743851096831376	4.5513817365269436	668	5.287306122448974	735
G5BZK8	0.4993919740575598	0.0867450344548034	B1AZ99	0.494336569579288	0.08414239482200647	2.766096446700509	394	1.9978737373737367	396
G5AUY2	0.25381448292564784	0.19484136594817147	Q80X82	0.22168796659496393	0.18284195874984183	5.839178173719382	1347	5.52282710280374	1284
G5AVE7	0.2951566951566952	0.24216524216524216	Q8K4H1	0.24680170575692964	0.1929637526652452	9.89893055555556	288	9.887439344262292	305
G5BIP5	0.48787021878255693	0.08676886441434738	Q3UH66	0.5661554732945532	0.06430460074034902	1.378550724637681	2208	0.5050148906468125	2149
G5BWR8	0.4032983508245877	0.14002998500749625	Q8BHD7	0.34497681607418856	0.1391035548686244	2.6878552875695734	539	2.7638623326959846	523
G5BMS5	0.4176594253679047	0.10371408549404344	Q9CQ79	0.438375350140056	0.09453781512605042	1.0100530973451327	226	1.3374601769911498	226
G5BZ32	0.263720073664825	0.22173112338858195	P29758	0.2659808963997061	0.17670830271858928	5.945182232346245	439	3.696697038724373	439
G5AR78	0.5460574797347089	0.08253500368459837	Q9CQ06	0.5015037593984962	0.07969924812030076	1.4444863636363632	220	1.0833518518518521	216
G5CAS6	0.28158602150537637	0.1297043010752688	Q8CG16	0.3107741059302852	0.14961521050248983	4.23012777777778	720	7.10660678925035	707
G5AKY8	0.5235718247365502	0.07376594564614532	F6U5V1	0.5702751196172249	0.0687799043062201	0.6952058823529411	578	0.2312883548983363	541
G5B0Q1	0.42330364981813623	0.09519628747021197	E9PUN6	0.4141666666666667	0.10591666666666667	3.7107045985970384	1283	3.1601253236664903	1931
G5B9T0	0.5113012592831773	0.09525347110106555	Q6NZN0	0.5403348554033486	0.1080669710806697	0.9175600000000006	1000	1.4765691699604742	1012
G5B3S1	0.49730377471539844	0.08867585380467345	Q3U3N0	0.3738765727980827	0.08238466147393649	1.035739852398524	542	0.9722957486136784	541
G5BGM7	0.42573623559539053	0.10243277848911651	Q9WVJ5	0.2973324658425504	0.1210149642160052	4.002082677165354	254	3.2973960000000013	250
G5AZH3	0.22541363335539377	0.1639973527465255	Q7TMB8	0.2599180957256207	0.17455848477092398	5.06487067545304	1214	5.3420215482841185	1253
G5B751	0.28506375227686703	0.1703096539162113	Q8VC48	0.2881739918441323	0.17444494789306753	7.711293296089384	358	5.6829526462395545	359
G5C173	0.3900452488687783	0.1429864253393665	Q8C3M9	0.3443661971830986	0.15352112676056337	2.958105555555555	180	0.870645021645022	231
G5BQ91	0.36101295641931685	0.07891637220259129	E9Q8D0	0.4117822076762868	0.0728949717346028	1.9680672897196263	535	3.4742975517890784	531
G5C240	0.3419275629220381	0.12031921424186617	Q91ZT8	0.39586823003908433	0.13791178112786154	2.905346007604564	263	1.6087448275862068	290
G5B8M1	0.18368343917928676	0.1497313141182218	Q3UW68	0.2101044449842118	0.16638328880252612	4.049280728376323	659	6.836884210526321	665
G5C6F7	0.6277083333333333	0.04125	A2AJI0	0.6747057688597338	0.030098398610843142	0.18497311139564665	781	0.02554964539007092	846
G5BU21	0.5095962938451357	0.10853739245532759	Q01822	0.5824175824175825	0.0924075924075924	0.18742622950819676	244	0.27220426829268285	328
G5C9S8	0.6981424148606811	0.04953560371517028	O70333	0.9705882352941176	0.01393188854489164	0.024900990099009902	101	0.0	101
G5AKW1	0.3834745762711864	0.12579449152542374	Q61010	0.4369966224993505	0.12055079241361392	4.083021138211384	615	3.8404003189792655	627
G5BZH3	0.26362484157160965	0.11216730038022814	O54819	0.43059193294918807	0.08486118386589837	7.128818181818185	253	4.5416764705882375	306
G5BM13	0.3402542372881356	0.1440677966101695	Q9CWX2	0.26689520078354556	0.16258570029382957	4.298693717277486	382	2.211408536585366	328
G5C4C6	0.39402173913043476	0.11847826086956521	P55041	0.40315560391730143	0.1191512513601741	6.178627118644068	295	6.178769491525422	295
G5BFV4	0.37797735259664195	0.10972276454509958	Q9EPQ2	0.4220904911686426	0.09629808855552867	1.6960865695792875	1236	1.5603335837715997	1331
G5AUF4	0.39819587628865977	0.12021354933726068	Q6V3W6	0.4085176384573204	0.11094863827453848	1.4522338709677425	868	2.427417808219177	876
